row_index,requestId,processId,Month_Str,TAT_Days,TAT_Bucket,Hold_Count,onHoldReasonDescription,Hold_Days
1286,REQU0VXQHXVGUVX,PRC5DXPX2OO,2025-12,,,1.0,Customer request waiting response,0.8333333333333334
1287,REQGY6L3A5MTGR2,PRC4V4LWVHY,2025-09,,,1.0,Unknown,1.0833333333333333
1288,REQAQ3TQMYH2UCA,PRCPZ2TU7HA,2025-03,6.041666666666667,5-7 days,1.0,System issue retry later,59.0
1293,REQTT8I21LMJOJ1,PRCBOCV063C,2025-02,,,1.0,Underwriting questions review needed,2.625
1297,REQK9P9V2C0W90P,PRC32MKV2U3,2025-04,,,1.0,Missing documents customer to provide,2.125
1299,REQK7LW0QL1QWZ2,PRCRCDR1064,2025-11,,,2.0,Underwriting questions review needed,92.0
1299,REQK7LW0QL1QWZ2,PRCRCDR1064,2025-11,,,2.0,Underwriting questions review needed,31.583333333333332
1300,REQDN0N9IN1YPVZ,PRCLTTKG1L4,2025-05,,,1.0,Customer request waiting response,2.0833333333333335
1304,REQKBL97FB1A8FH,PRCJHM178KV,2025-11,,,2.0,Underwriting questions review needed,0.5833333333333334
1304,REQKBL97FB1A8FH,PRCJHM178KV,2025-11,,,2.0,Underwriting questions review needed,2.9166666666666665
1307,REQYXZC0076H6KG,PRCZACCTI2M,2025-04,,,1.0,Missing documents customer to provide,0.041666666666666664
1309,REQYJAGRES7T987,PRCNSUH4W8F,2025-11,8.541666666666666,7+ days,1.0,System issue retry later,1.6666666666666667
1310,REQFBXQ1MK85VSD,PRC1P3BZUK7,2025-02,,,3.0,Payment pending confirm receipt,1.3333333333333333
1310,REQFBXQ1MK85VSD,PRC1P3BZUK7,2025-02,,,3.0,Payment pending confirm receipt,1.7083333333333333
1310,REQFBXQ1MK85VSD,PRC1P3BZUK7,2025-02,,,3.0,Payment pending confirm receipt,0.625
1311,REQDNQ13EH435SU,PRCAXRL3R8K,2025-08,,,1.0,Customer request waiting response,60.458333333333336
1315,REQP1FVCDB01BQP,PRCPO4JQPD5,2025-04,,,1.0,Missing documents customer to provide,0.5
1317,REQYKDOQUM040X7,PRCJO32RUXJ,2025-04,,,1.0,Missing documents customer to provide,2.2916666666666665
1318,REQYAHKIJXY9K4S,PRCTTN4VFUI,2025-03,,,2.0,Missing documents customer to provide,0.6666666666666666
1318,REQYAHKIJXY9K4S,PRCTTN4VFUI,2025-03,,,2.0,Missing documents customer to provide,0.375
1320,REQ9FMTLHAJIUPJ,PRCFKY1JYLX,2025-07,10.833333333333334,7+ days,1.0,Payment pending confirm receipt,1.4583333333333333
1321,REQMMT6JS9UNAIC,PRCXP26GIV2,2025-08,,,3.0,Customer request waiting response,30.75
1321,REQMMT6JS9UNAIC,PRCXP26GIV2,2025-08,,,3.0,Customer request waiting response,0.5
1322,REQU3K7AS4SR71V,PRCWOWRJLHC,2025-01,,,1.0,Underwriting questions review needed,30.333333333333332
1323,REQ61EWS8GJC7RH,PRCE15R3F05,2025-08,,,1.0,System issue retry later,61.25
1324,REQ3A64BU7CPZF5,PRCHCVUIEP9,2025-04,,,1.0,Unknown,3.0
1325,REQN0K8ABLNHZA8,PRCI20K7YT6,2025-06,,,2.0,Customer request waiting response,91.75
1325,REQN0K8ABLNHZA8,PRCI20K7YT6,2025-06,,,2.0,Customer request waiting response,60.833333333333336
1332,REQGJWG5E2UCT54,PRC9SJYZS1X,2025-08,,,1.0,Customer request waiting response,91.29166666666667
1333,REQ788A8FMXXCNG,PRC0BCFMKLS,2025-05,4.458333333333333,5-7 days,2.0,System issue retry later,1.4166666666666667
1334,REQX8ABFINO8SKP,PRCD85XN5AP,2025-09,1.9583333333333333,1-4 days,1.0,Payment pending confirm receipt,91.25
1337,REQQKUM3G0L9HL5,PRC8WK6EKPO,2025-05,,,3.0,Underwriting questions review needed,61.083333333333336
1337,REQQKUM3G0L9HL5,PRC8WK6EKPO,2025-05,,,3.0,Underwriting questions review needed,0.4166666666666667
1337,REQQKUM3G0L9HL5,PRC8WK6EKPO,2025-05,,,3.0,Underwriting questions review needed,31.208333333333332
1341,REQ1YF74W49N6EC,PRCGSTCAK4P,2025-07,5.708333333333333,5-7 days,1.0,Payment pending confirm receipt,27.958333333333332
1342,REQSDUNFZDFEALW,PRCX50TH4X8,2025-09,,,1.0,Missing documents customer to provide,1.4583333333333333
1349,REQV2UUPVI2CEMA,PRC62GXRD2M,2025-02,8.0,7+ days,1.0,Unknown,59.583333333333336
1350,REQL4GFM2XIM9OQ,PRCZ35SLJFB,2025-04,,,1.0,Underwriting questions review needed,1.2083333333333333
1352,REQ1Y9J6WQRHAMZ,PRC3B9U8AWZ,2025-12,,,2.0,System issue retry later,0.3333333333333333
1352,REQ1Y9J6WQRHAMZ,PRC3B9U8AWZ,2025-12,,,2.0,System issue retry later,32.708333333333336
1361,REQB5NX98N3XMQN,PRCPAE397KQ,2025-06,5.416666666666667,5-7 days,1.0,Underwriting questions review needed,0.4583333333333333
1363,REQSHSF9RNGB6AD,PRCOWGM9V0G,2025-03,,,1.0,Payment pending confirm receipt,1.4166666666666667
1365,REQ4D3I7V5OHQ6Z,PRCP4JWXWEB,2025-10,,,1.0,Missing documents customer to provide,31.375
1366,REQ74C7362XLQA1,PRCMBT347Y1,2025-12,6.333333333333333,5-7 days,2.0,Unknown,1.9583333333333333
1366,REQ74C7362XLQA1,PRCMBT347Y1,2025-12,6.333333333333333,5-7 days,2.0,Unknown,1.625
1369,REQR2OAC1A73EDX,PRCPXWAAKLY,2025-03,7.583333333333333,7+ days,1.0,Customer request waiting response,2.125
1374,REQVKIKX2WI9VXE,PRCNRJL9IAW,2025-03,,,1.0,Unknown,2.1666666666666665
1375,REQ53FRPFYTTU4W,PRCYPHKNISW,2025-12,,,1.0,Payment pending confirm receipt,0.375
1378,REQ914J6D7NJD48,PRC8PKWXGYB,2025-08,,,1.0,Missing documents customer to provide,1.9583333333333333
1381,REQXXZ06VOOK9LW,PRCTJO295F6,2025-10,,,1.0,System issue retry later,2.4166666666666665
1384,REQSTUCI2QTTEZ1,PRC8VB8K5VU,2025-08,,,1.0,Unknown,0.5
1385,REQBK4Q4AXIA9LM,PRC46PJBO6D,2025-06,2.2916666666666665,1-4 days,1.0,Unknown,30.541666666666668
1386,REQ7PI54LMFDUTT,PRCWUSE855P,2025-06,3.3333333333333335,1-4 days,1.0,Missing documents customer to provide,0.2916666666666667
1387,REQ65UFYJ88F7JP,PRCEU94ZT69,2025-09,,,3.0,Customer request waiting response,0.7916666666666666
1387,REQ65UFYJ88F7JP,PRCEU94ZT69,2025-09,,,3.0,Customer request waiting response,1.875
1387,REQ65UFYJ88F7JP,PRCEU94ZT69,2025-09,,,3.0,Customer request waiting response,0.6666666666666666
1388,REQ0LX4RYCMQTRE,PRC36VGJKP9,2025-07,,,1.0,Payment pending confirm receipt,0.2916666666666667
1391,REQL8HBCKR5QZ6Q,PRC24LUJN26,2025-07,,,3.0,Customer request waiting response,3.0
1391,REQL8HBCKR5QZ6Q,PRC24LUJN26,2025-07,,,3.0,Customer request waiting response,0.25
1396,REQK96RXDG9H4MR,PRCXXHQL1LV,2025-05,,,1.0,Missing documents customer to provide,2.4166666666666665
1397,REQ57PHOXDM15H8,PRCKZ2P4VWR,2025-02,,,1.0,Payment pending confirm receipt,62.125
1398,REQVFPCLFNN4208,PRC1RY05VOW,2025-07,,,2.0,Underwriting questions review needed,30.208333333333332
1398,REQVFPCLFNN4208,PRC1RY05VOW,2025-07,,,2.0,Underwriting questions review needed,60.708333333333336
1400,REQW41ZVQ558JWQ,PRC2V1QS7JS,2025-04,,,2.0,Unknown,90.95833333333333
1400,REQW41ZVQ558JWQ,PRC2V1QS7JS,2025-04,,,2.0,Unknown,1.1666666666666667
1403,REQIVMCBBQGTJ06,PRCJ6VCJ5Y8,2025-02,,,1.0,Payment pending confirm receipt,0.25
1405,REQ4FEUUAV9LHYZ,PRCDRHQ8WTR,2025-10,,,2.0,Payment pending confirm receipt,1.0416666666666667
1405,REQ4FEUUAV9LHYZ,PRCDRHQ8WTR,2025-10,,,2.0,Payment pending confirm receipt,1.9166666666666667
1406,REQ9R0LFTGZV0I6,PRC4FXFR1AU,2025-12,,,1.0,Customer request waiting response,30.583333333333332
1408,REQV9FOIXESC1EK,PRCIAD1VNLP,2025-10,,,1.0,Missing documents customer to provide,31.166666666666668
1410,REQ1CNRMNK8D05E,PRCMVHTT5XQ,2025-05,,,1.0,Customer request waiting response,61.0
1411,REQR1UMYMG11663,PRCN2YUVOCR,2025-11,,,1.0,Customer request waiting response,0.5
1419,REQUGRG4MHF7CT5,PRCNRGYMF5C,2025-10,5.458333333333333,5-7 days,1.0,System issue retry later,27.375
1422,REQ7TY1BKQY7I22,PRCCP87LNH8,2025-01,,,2.0,Customer request waiting response,324.75
1422,REQ7TY1BKQY7I22,PRCCP87LNH8,2025-01,,,2.0,Customer request waiting response,1.2083333333333333
1427,REQBL8KKOBDDAV8,PRCAKPROF6M,2025-08,,,1.0,Unknown,60.625
1428,REQ67TGO5H58NBM,PRCJECCKX0K,2025-06,,,1.0,Missing documents customer to provide,1.7916666666666667
1431,REQBT4IN5ZHN84J,PRCT5YPZPYZ,2025-11,5.458333333333333,5-7 days,1.0,System issue retry later,2.8333333333333335
1432,REQY7WGH8YMABDO,PRC1PVZ7R7O,2025-03,,,1.0,Unknown,2.7083333333333335
1434,REQ2LZML6PAKGUW,PRCHACORFSH,2025-08,,,3.0,Payment pending confirm receipt,0.041666666666666664
1434,REQ2LZML6PAKGUW,PRCHACORFSH,2025-08,,,3.0,Payment pending confirm receipt,30.541666666666668
1434,REQ2LZML6PAKGUW,PRCHACORFSH,2025-08,,,3.0,Payment pending confirm receipt,31.666666666666668
1435,REQXLL8EZM2XG8Y,PRCF3S50C1R,2025-06,,,1.0,Unknown,1.0
1437,REQ3Q7ZZMQSI7VS,PRCCM8ZQ0EE,2025-04,,,1.0,System issue retry later,1.25
1440,REQ2SJ09EUUENND,PRCF1UUSM1V,2025-04,,,1.0,Payment pending confirm receipt,1.3333333333333333
1441,REQ11HRT8Y0Z4UO,PRC7D16TTXM,2025-02,,,1.0,Underwriting questions review needed,0.5
1442,REQD3K3GA28HL1T,PRCBOWWMH5B,2025-02,,,1.0,Unknown,0.9583333333333334
1444,REQ8F8FLI95EEY3,PRCG6GZ788Q,2025-09,1.5416666666666667,1-4 days,1.0,Underwriting questions review needed,0.4583333333333333
1447,REQ6ET9F48C0D89,PRC686KGRZ2,2025-02,,,2.0,Payment pending confirm receipt,1.2083333333333333
1448,REQPD1GSS5K5E6S,PRCUMBR57ZG,2025-06,,,1.0,Unknown,31.416666666666668
1452,REQLTE4OY4K3G72,PRCUZHJJKUQ,2025-11,,,2.0,Underwriting questions review needed,0.6666666666666666
1452,REQLTE4OY4K3G72,PRCUZHJJKUQ,2025-11,,,2.0,Underwriting questions review needed,1.5
1455,REQ0GYCCFZVAF4M,PRCL7MAED8L,2025-03,,,1.0,System issue retry later,1.9166666666666667
1459,REQGCJWEPZPRTMK,PRC4D1CXY4T,2025-01,,,1.0,Missing documents customer to provide,0.20833333333333334
1460,REQW3JH2LZROVD5,PRCEYI8K8RR,2025-08,,,1.0,Unknown,1.75
1461,REQBSCSX1TNYWPU,PRCVVJQ4130,2025-03,,,1.0,System issue retry later,2.125
1465,REQ98FXKOP8CXDL,PRC7NQQACIO,2025-08,,,1.0,System issue retry later,1.125
1467,REQ49W8718QC7U3,PRCY9V69WNC,2025-12,,,1.0,Customer request waiting response,61.083333333333336
1469,REQYNSYCKKQC2X3,PRCD47PHNGN,2025-11,,,2.0,Unknown,90.83333333333333
1469,REQYNSYCKKQC2X3,PRCD47PHNGN,2025-11,,,2.0,Unknown,2.7083333333333335
1470,REQNQ8OB4DAVT34,PRCTDK5WNGV,2025-01,,,1.0,Customer request waiting response,2.625
1472,REQQ16OVA533UQU,PRCQVMCEXZ1,2025-10,,,1.0,Missing documents customer to provide,0.75
1475,REQIJNAMW8HDUZF,PRC8TRKPCP1,2025-09,,,2.0,Payment pending confirm receipt,0.4583333333333333
1476,REQJGFAE6EDJUZN,PRCQ3SKSRZG,2025-05,,,1.0,Unknown,29.958333333333332
1480,REQP5REIFXQ2E1V,PRCAXWC477Z,2025-11,,,1.0,Underwriting questions review needed,1.2916666666666667
1484,REQM2R3ZRUFYKXY,PRCVUYB14GJ,2025-06,,,1.0,System issue retry later,1.4583333333333333
1487,REQQW3WMD2NQ37R,PRCWSQBS9TB,2025-10,,,1.0,Underwriting questions review needed,1.75
1489,REQM9G0R0A9EKPD,PRCHFZJXD5Y,2025-06,1.125,1-4 days,2.0,Missing documents customer to provide,91.5
1489,REQM9G0R0A9EKPD,PRCHFZJXD5Y,2025-06,1.125,1-4 days,2.0,Missing documents customer to provide,90.20833333333333
1491,REQ686YW2WUVVV4,PRCGWELJ07K,2025-02,1.3333333333333333,1-4 days,2.0,Underwriting questions review needed,61.25
1492,REQQ52B6M0WVHNH,PRCRC86QA3D,2025-05,,,1.0,Payment pending confirm receipt,2.6666666666666665
1496,REQ1557WPDOKCGW,PRC3Y1UAORV,2025-08,,,3.0,Underwriting questions review needed,0.375
1496,REQ1557WPDOKCGW,PRC3Y1UAORV,2025-08,,,3.0,Underwriting questions review needed,1.75
1496,REQ1557WPDOKCGW,PRC3Y1UAORV,2025-08,,,3.0,Underwriting questions review needed,0.5416666666666666
1507,REQFLZJUL0PE5ZJ,PRCBTKQULW4,2025-04,,,1.0,Payment pending confirm receipt,0.16666666666666666
1510,REQRZA2CNWDB4J7,PRCD1K6KI0M,2025-04,1.7916666666666667,1-4 days,1.0,Payment pending confirm receipt,1.0416666666666667
1511,REQU2WD0F3DHOKE,PRC7W82MF30,2025-12,7.166666666666667,7+ days,1.0,System issue retry later,1.0
1512,REQ44V6QN9O61XH,PRCIPRSBBNR,2025-08,,,1.0,Missing documents customer to provide,31.125
1514,REQA2S11UTLAVZA,PRCGFNEMGRX,2025-03,,,2.0,Unknown,1.9166666666666667
1514,REQA2S11UTLAVZA,PRCGFNEMGRX,2025-03,,,2.0,Unknown,0.5416666666666666
1517,REQ8OGHGT1QDV4J,PRC42Z2MZX9,2025-09,,,1.0,Unknown,3.0
1523,REQR3GQZ4TFJ36R,PRCVMGQKV3Z,2025-02,,,1.0,Customer request waiting response,90.625
1525,REQMKQ482MOS2WW,PRCSJE1I3L3,2025-05,,,1.0,Customer request waiting response,1.0416666666666667
1526,REQVIDP3FWJ8HT5,PRCKB80NUPZ,2025-01,,,1.0,Unknown,29.166666666666668
1528,REQPU5V0W4TQ41T,PRCMDDYNHF7,2025-06,,,1.0,Payment pending confirm receipt,2.3333333333333335
1530,REQQFNOLLB84G40,PRCL6C2TRZV,2025-10,4.166666666666667,5-7 days,1.0,Underwriting questions review needed,2.6666666666666665
1536,REQ3OMPA295WUH2,PRCP9XB2JG9,2025-04,,,1.0,Missing documents customer to provide,0.5416666666666666
1539,REQSK8KNTVSOUE8,PRCPE88DWTB,2025-01,4.916666666666667,5-7 days,1.0,System issue retry later,61.291666666666664
1540,REQSVK5MD377U01,PRCIG45UOS9,2025-05,1.625,1-4 days,2.0,Underwriting questions review needed,0.25
1540,REQSVK5MD377U01,PRCIG45UOS9,2025-05,1.625,1-4 days,2.0,Underwriting questions review needed,0.7083333333333334
1543,REQ43DO71EAD414,PRC8D2YMNKW,2025-08,8.0,7+ days,1.0,Underwriting questions review needed,0.5
1547,REQRUVRQ5VBANJH,PRCBHAD117L,2025-09,,,1.0,Missing documents customer to provide,1.0416666666666667
1550,REQJUBTTOLQ8JU7,PRCNTQUZJ6Q,2025-12,,,1.0,Customer request waiting response,61.125
1551,REQB6XYHY16O5X1,PRCF2ILHJG3,2025-10,,,1.0,System issue retry later,3.0
1552,REQTZT30SG3Y67J,PRCPF1FANR5,2025-01,,,1.0,Underwriting questions review needed,2.75
1553,REQYCVB7VNJAEXK,PRCUGN9KNQK,2025-08,5.375,5-7 days,1.0,Payment pending confirm receipt,1.7916666666666667
1556,REQ6VJ4JR013LO0,PRCX8SG1J68,2025-11,,,1.0,Payment pending confirm receipt,1.5416666666666667
1557,REQSE4IF0DKO5PS,PRCUPO01P1V,2025-01,,,1.0,Missing documents customer to provide,30.666666666666668
1559,REQL2H2NBTV1FRP,PRCNE7EWNN6,2025-11,,,1.0,System issue retry later,91.83333333333333
1560,REQJJOWTQB7T3W5,PRC8CA9LB0L,2025-10,,,1.0,System issue retry later,58.416666666666664
1561,REQ1GAEH04BSNH7,PRCSSEN4KG2,2025-01,6.5,5-7 days,1.0,System issue retry later,91.95833333333333
1568,REQ2BN0J4F8WIZY,PRC91D0AKAY,2025-11,,,1.0,System issue retry later,2.7083333333333335
1571,REQYJBO4YZTII43,PRCL3AX28XT,2025-05,6.583333333333333,5-7 days,1.0,Missing documents customer to provide,2.0833333333333335
1573,REQSHFIJK4UR0M7,PRC9RK2LCLL,2025-10,,,1.0,Customer request waiting response,2.7083333333333335
1577,REQFKOX574IPTJV,PRCZUM65OLF,2025-07,3.9583333333333335,1-4 days,3.0,Underwriting questions review needed,1.125
1577,REQFKOX574IPTJV,PRCZUM65OLF,2025-07,3.9583333333333335,1-4 days,3.0,Underwriting questions review needed,2.5
1577,REQFKOX574IPTJV,PRCZUM65OLF,2025-07,3.9583333333333335,1-4 days,3.0,Underwriting questions review needed,0.5416666666666666
1589,REQ0N80HOY9YKY4,PRCZ1769VJD,2025-01,,,2.0,Missing documents customer to provide,1.9583333333333333
1590,REQTPJ3BEA4DX3O,PRCYB4PNFQL,2025-12,,,1.0,Customer request waiting response,1.5833333333333333
1591,REQSCIGKRCHRK39,PRC0GW0KRPM,2025-02,,,1.0,Customer request waiting response,1.4166666666666667
1593,REQDVQHO55UWMP0,PRCN35N2EK2,2025-05,,,1.0,Payment pending confirm receipt,1.125
1600,REQTKUUC0JE25C6,PRCC1V1KW6M,2025-03,,,1.0,Customer request waiting response,31.5
1603,REQA22SLIFMU5EG,PRCJW3AMBJB,2025-08,6.875,5-7 days,1.0,Unknown,2.5833333333333335
1604,REQO5EYVD6LTPKZ,PRCUZMSGQVI,2025-09,,,1.0,Payment pending confirm receipt,1.375
1605,REQ2IN6WLMML2T8,PRCBT5D2VGS,2025-02,,,1.0,Missing documents customer to provide,0.5416666666666666
1607,REQYZA6JT981VWS,PRCRGFB4954,2025-10,,,1.0,Unknown,61.0
1609,REQIXWOZHNDP3JX,PRCTBDIRT1P,2025-08,8.166666666666666,7+ days,1.0,Payment pending confirm receipt,30.916666666666668
1610,REQNDLOKISNDO67,PRCVCJCAKWA,2025-01,,,2.0,Underwriting questions review needed,1.875
1610,REQNDLOKISNDO67,PRCVCJCAKWA,2025-01,,,2.0,Underwriting questions review needed,31.125
1611,REQU97SJX20BNWI,PRC8P93HGTA,2025-07,,,1.0,Missing documents customer to provide,1.1666666666666667
1612,REQECG5T2X7WWKU,PRCZGE9WU5Z,2025-04,,,1.0,Payment pending confirm receipt,0.7083333333333334
1613,REQGKGWUXLN36X9,PRCKEJ8NEIX,2025-12,,,1.0,Payment pending confirm receipt,2.5
1615,REQCDO05MX1DDHJ,PRCIJJLYQ8I,2025-02,,,1.0,Payment pending confirm receipt,91.25
1617,REQKC0YH6YOJMW1,PRCA9EKQ8UX,2025-04,,,1.0,System issue retry later,3.0
1620,REQHOSHD1Y4EQKX,PRCM5BKI6DX,2025-11,,,1.0,Unknown,0.041666666666666664
1623,REQHDZXZ7A4EM4L,PRCAS0RV6TZ,2025-02,,,1.0,Unknown,0.2916666666666667
1625,REQ2X0ULWMP8TX2,PRCG1E3TXDL,2025-07,3.4583333333333335,1-4 days,1.0,Customer request waiting response,2.5
1626,REQVE91U8APRTM4,PRCWGKKW99P,2025-03,,,1.0,Customer request waiting response,28.958333333333332
1634,REQ0N2ODJS2C33Q,PRCREW8XI7M,2025-05,,,1.0,Payment pending confirm receipt,0.625
1638,REQX4OL8H9ZB7MQ,PRCL4KL4PK4,2025-11,6.625,5-7 days,1.0,Unknown,0.041666666666666664
1642,REQOL9LUMT24PSY,PRC40AV2H0W,2025-10,1.8333333333333333,1-4 days,1.0,Missing documents customer to provide,1.1666666666666667
1643,REQT8G3L98TQBW4,PRC4FMP5UQU,2025-04,,,1.0,Payment pending confirm receipt,0.75
1644,REQ38HV41LK8SS2,PRC3HSWRGJD,2025-11,,,1.0,Missing documents customer to provide,2.3333333333333335
1645,REQKFONYG793TAP,PRCP2N3FDRC,2025-09,,,2.0,Underwriting questions review needed,1.8333333333333333
1645,REQKFONYG793TAP,PRCP2N3FDRC,2025-09,,,2.0,Underwriting questions review needed,1.4583333333333333
1647,REQHQM4XNGFYKJM,PRCK6SS24UE,2025-08,3.4166666666666665,1-4 days,1.0,Payment pending confirm receipt,31.291666666666668
1655,REQGLIIJ3856VUK,PRCDUJD4XOF,2025-07,,,1.0,Missing documents customer to provide,0.25
1656,REQ65PP4KJF8ZQW,PRCBV8ZTPI3,2025-09,6.583333333333333,5-7 days,3.0,Missing documents customer to provide,31.0
1656,REQ65PP4KJF8ZQW,PRCBV8ZTPI3,2025-09,6.583333333333333,5-7 days,3.0,Missing documents customer to provide,60.5
1657,REQH2MI6SB6RXW5,PRCW1WOPG35,2025-10,,,1.0,Missing documents customer to provide,1.9583333333333333
1660,REQPZW70UKKIB1S,PRCBY6JHOUL,2025-09,,,1.0,Customer request waiting response,91.75
1662,REQ5UR2TKRPFGTW,PRCH2CZRUPT,2025-08,,,1.0,Missing documents customer to provide,0.16666666666666666
1663,REQM5LF2WFMTMY4,PRCDQP7ACAK,2025-01,,,1.0,Customer request waiting response,61.375
1669,REQLO9LQQKFKZE9,PRCTPYGTWOD,2025-02,,,1.0,Customer request waiting response,90.83333333333333
1672,REQ6RW3RQMZL1DA,PRC2I36LMEQ,2025-08,,,3.0,Unknown,0.20833333333333334
1672,REQ6RW3RQMZL1DA,PRC2I36LMEQ,2025-08,,,3.0,Unknown,1.2083333333333333
1676,REQGWOLN8HHE0FC,PRCFNMOMG3E,2025-07,,,2.0,Payment pending confirm receipt,2.2083333333333335
1676,REQGWOLN8HHE0FC,PRCFNMOMG3E,2025-07,,,2.0,Payment pending confirm receipt,1.375
1677,REQU0DHGTTPAESM,PRCK0IS8NXE,2025-01,,,1.0,System issue retry later,0.9583333333333334
1681,REQJ4QX8H5O1NHN,PRCUKJ847WQ,2025-03,,,1.0,Payment pending confirm receipt,30.25
1687,REQA2OJ7KGJYORU,PRCD1BYTKNS,2025-04,3.375,1-4 days,2.0,Payment pending confirm receipt,1.5833333333333333
1687,REQA2OJ7KGJYORU,PRCD1BYTKNS,2025-04,3.375,1-4 days,2.0,Payment pending confirm receipt,0.6666666666666666
1688,REQNE1SSVV3TJSG,PRCG9HDZNTJ,2025-01,3.1666666666666665,1-4 days,1.0,Missing documents customer to provide,30.416666666666668
1689,REQUQ3RYCEQ0QRA,PRC9T81A9FW,2025-06,,,2.0,Missing documents customer to provide,2.7083333333333335
1689,REQUQ3RYCEQ0QRA,PRC9T81A9FW,2025-06,,,2.0,Missing documents customer to provide,0.6666666666666666
1691,REQ24PYNAH9EDMC,PRCXUWIT0OW,2025-04,,,1.0,Underwriting questions review needed,0.9166666666666666
1693,REQF201F6X0K0OD,PRCV7YP8U3D,2025-01,,,1.0,Missing documents customer to provide,2.4166666666666665
1699,REQZUVRVVJ30TQW,PRCISB03F3W,2025-08,,,1.0,Underwriting questions review needed,0.25
1701,REQ59LDPPTBAVHU,PRC7FB2MGA1,2025-12,,,1.0,Customer request waiting response,60.916666666666664
1705,REQXD5EBL5QBVFS,PRCLS2UXGCS,2025-07,,,2.0,Missing documents customer to provide,2.4583333333333335
1706,REQC4CYPFGST3UR,PRC5K5YK6UU,2025-02,,,1.0,Unknown,1.3333333333333333
1707,REQLDPXM6E0CZV1,PRCDRSJGUYS,2025-08,,,1.0,Payment pending confirm receipt,61.333333333333336
1711,REQAK4W6SV2LF0O,PRCH2Q44OJ9,2025-03,2.1666666666666665,1-4 days,1.0,Unknown,91.625
1714,REQ62C6W45WCNXK,PRCODCXP54T,2025-06,,,1.0,Customer request waiting response,2.875
1716,REQYUE5SD143KXJ,PRCZN52XRER,2025-08,1.7916666666666667,1-4 days,2.0,Underwriting questions review needed,62.333333333333336
1716,REQYUE5SD143KXJ,PRCZN52XRER,2025-08,1.7916666666666667,1-4 days,2.0,Underwriting questions review needed,31.541666666666668
1718,REQFJIY1E9223D8,PRC9WCI268X,2025-12,4.583333333333333,5-7 days,2.0,Customer request waiting response,0.5833333333333334
1718,REQFJIY1E9223D8,PRC9WCI268X,2025-12,4.583333333333333,5-7 days,2.0,Customer request waiting response,1.3333333333333333
1719,REQRXTIIWRS1NLA,PRCN3EX1S86,2025-08,,,1.0,Underwriting questions review needed,2.3333333333333335
1720,REQ74QWPRDE5TIQ,PRC654GHEXM,2025-02,,,1.0,Payment pending confirm receipt,0.9166666666666666
1721,REQV4KH7WW2FB6S,PRCM9Q2J49G,2025-03,,,2.0,Unknown,1.0
1721,REQV4KH7WW2FB6S,PRCM9Q2J49G,2025-03,,,2.0,Unknown,0.5416666666666666
1723,REQ1SKJU3MITFRZ,PRCDFXZJ84Q,2025-06,,,1.0,System issue retry later,2.6666666666666665
1724,REQWFACSIV70UOQ,PRCA8NW4A4M,2025-10,,,1.0,Payment pending confirm receipt,1.375
1725,REQQ3ADA5Z06690,PRCS0310PJH,2025-03,,,2.0,System issue retry later,60.25
1725,REQQ3ADA5Z06690,PRCS0310PJH,2025-03,,,2.0,System issue retry later,0.75
1726,REQUFJPNFH49ETJ,PRCGK37LSVR,2025-01,,,1.0,Payment pending confirm receipt,1.875
1728,REQHX58MERZ51RN,PRCLQ5JVYRZ,2025-01,,,2.0,Missing documents customer to provide,2.5416666666666665
1728,REQHX58MERZ51RN,PRCLQ5JVYRZ,2025-01,,,2.0,Missing documents customer to provide,0.625
1729,REQ9JUA0EDT8Q27,PRCPESBUM0L,2025-12,,,1.0,Missing documents customer to provide,2.9166666666666665
1733,REQOI54AA7MZ8RN,PRCZPORACMY,2025-05,4.375,5-7 days,1.0,Payment pending confirm receipt,0.7083333333333334
1734,REQ95G6UFLJ1KLA,PRCKRJL5KE1,2025-04,6.041666666666667,5-7 days,1.0,Missing documents customer to provide,91.75
1735,REQC5CRNUFZPNVW,PRC3BVRE5K4,2025-05,,,2.0,System issue retry later,0.20833333333333334
1735,REQC5CRNUFZPNVW,PRC3BVRE5K4,2025-05,,,2.0,System issue retry later,61.083333333333336
1737,REQ5VKN98K8TU7B,PRC3IM5C3TY,2025-09,,,1.0,Payment pending confirm receipt,2.375
1741,REQ0G2Z6ZHATT9B,PRCWQLB645W,2025-06,2.4166666666666665,1-4 days,1.0,System issue retry later,30.875
1742,REQ8I53AB6PK9PU,PRCGJBVQY31,2025-06,,,1.0,System issue retry later,1.5
1746,REQZ60BEXJC9LVE,PRC81EBKQVJ,2025-03,6.916666666666667,5-7 days,1.0,Underwriting questions review needed,0.125
1751,REQYPNNOYKOIXW5,PRCPDD7BO5O,2025-01,,,1.0,System issue retry later,2.7083333333333335
1752,REQJLU858UAE0FU,PRCCI1Z825V,2025-12,,,1.0,Customer request waiting response,1.5833333333333333
1757,REQNXFV0FUG7LQI,PRCRKH1RRWF,2025-12,,,2.0,Missing documents customer to provide,2.3333333333333335
1757,REQNXFV0FUG7LQI,PRCRKH1RRWF,2025-12,,,2.0,Missing documents customer to provide,2.0833333333333335
1758,REQX8AV5SRUZY1J,PRCGUSHOQQW,2025-06,3.7083333333333335,1-4 days,3.0,Underwriting questions review needed,2.75
1758,REQX8AV5SRUZY1J,PRCGUSHOQQW,2025-06,3.7083333333333335,1-4 days,3.0,Underwriting questions review needed,1.625
